FID,X,Y,School_Nam,ESD,SD,County,senate_geoid,senate_district,ods_coordinator,ods_region,ods_contact,house_geoid,house_district,Participated,ODS_Provider,Location,No_5th_Grade,No_6th_Grade,Number_Attending,Days,Days+Nights,Cost_Per_Student,Total_Request,Fall_5th_Grade,Fall_6th_Grade,Percent_5th,Percent_6th
289,-120.3501977,42.18340323,Fremont/Hay Elementary School,Lake,Lake County SD 7,Lake,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Multiple Sites (school or district coordinated a multi-site outdoor school experience or the school or district split classes and sent them to different sites),0,51,51,3,3-2,198.08,10102.08,51,54,0,94
291,-122.8593368,45.15047325,French Prairie Middle School,Willamette,Woodburn SD 103,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,0,,,,,,,,,,,,,
292,-118.9143766,42.82635374,Frenchglen Elementary School,Harney,Frenchglen SD 16,Harney,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,
293,-123.310695,42.42011137,Fruitdale Elementary School,Southern OR,Three Rivers/Josephine County SD,Josephine,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41003,State House District 3,0,,,,,,,,,,,,,
294,-123.4145845,42.4467082,Ft Vannoy Elementary School,Southern OR,Three Rivers/Josephine County SD,Josephine,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41003,State House District 3,0,,,,,,,,,,,,,
295,-123.38117,43.21669744,Fullerton IV Elementary School,Douglas,Douglas County SD 4,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Myrtlewood,70,0,70,3,3-2,211.347714,14794.33998,75,-,93,
296,-122.5898972,45.32454186,Gaffney Lane Elementary School,Clackamas,Oregon City SD 62,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41040,State House District 40,0,,,,,,,,,,,,,
297,-122.6023052,45.3401382,Gardiner Middle School,Clackamas,Oregon City SD 62,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41040,State House District 40,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,0,272,272,5,5-4,356.81,97052.32,-,290,,94
298,-123.2647403,44.5831075,Garfield Elementary School,Linn Benton Lincoln,Corvallis SD 509J,Benton,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41016,State House District 16,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,62,0,62,3,3-2,255.4551612,15838.22,60,-,103,
299,-123.9143398,45.56157752,Garibaldi Elementary School,Northwest Regional,Neah-Kah-Nie SD 56,Tillamook,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,0,,,,,,,,,,,,,
300,-123.141943,45.43577102,Gaston Elementary School,Northwest Regional,Gaston SD 511J,Washington,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Oregon 4-H Center - Camp Trickle Creek,0,38,38,4,4-3,238.87,9077.06,55,39,0,97
301,-121.0446635,42.39419133,Gearhart Elementary School,Southern OR,Klamath County SD,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,0,,,,,,,,,,,,,
302,-123.91434,46.02420748,Gearhart Elementary School,Northwest Regional,Seaside SD 10,Clatsop,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Cedar Ridge Retreat & Conference Center (Camp Cedar Ridge),51,0,51,3,3-2,188.6092157,9619.07,53,-,96,
303,-122.736171,45.59581202,George Middle School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41044,State House District 44,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,124,124,6,6-5,556.28,68978.72,-,145,,86
304,-122.89706,45.10637708,Gervais Elementary School,Willamette,Gervais SD 1,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,0,,,,,,,,,,,,,
305,-122.8982386,45.10711811,Gervais Middle School,Willamette,Gervais SD 1,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,0,,,,,,,,,,,,,
306,-122.531635,45.49066599,Gilbert Heights Elementary School,Multnomah,David Douglas SD 40,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41048,State House District 48,0,,,,,,,,,,,,,
307,-122.528396,45.48002248,Gilbert Park Elementary School,Multnomah,David Douglas SD 40,Multnomah,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41051,State House District 51,0,,,,,,,,,,,,,
308,-121.6849358,43.47720733,Gilchrist School,Southern OR,Klamath County SD,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,1,Camp Tamarack,Camp Tamarack,0,24,24,3,3-2,222.47,5339.28,20,21,0,114
309,-123.07699,44.1004644,Gilham Elementary School,Lane,Eugene SD 4J,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41013,State House District 13,1,Whole Earth Nature School,Camp Lutherwood,107,0,107,3,3-2,242.9,25990.3,105,-,102,
310,-122.6104071,45.51717497,Glencoe Elementary School,Multnomah,Portland SD 1J,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41046,State House District 46,0,,,,,,,,,,,,,
311,-123.4147116,42.74326231,Glendale K-8 Elementary School,Douglas,Glendale SD 77,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,0,,,,,,,,,,,,,
312,-122.506087,45.5264125,Glenfair Elementary School,Multnomah,Reynolds SD 7,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41047,State House District 47,0,,,,,,,,,,,,,
313,-123.0871794,43.30815251,Glide Elementary School,Douglas,Glide SD 12,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,0,52,52,3,3-2,225.3846,11719.9992,57,62,0,84
314,-123.1011823,43.30003129,Glide Middle School,Douglas,Glide SD 12,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,0,,,,,,,,,,,,,
315,-122.396328,45.49264102,Gordon Russell Middle School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41050,State House District 50,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,273,273,6,6-5,511.53,139647.69,-,289,,94
316,-123.1873324,45.23225968,Grandhaven Elementary School,Willamette,McMinnville SD 40,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41024,State House District 24,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,93,0,93,3,3-2,193.2296774,17970.36,110,-,85,
317,-123.0270037,44.95025116,Grant Community School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,1,Canyonview Camp,Canyonview Camp,62,0,62,3,3-2,217.54,13487.48,71,-,87,
318,-122.8724691,45.75045364,Grant Watts Elementary School,Northwest Regional,Scappoose SD 1J,Columbia,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41031,State House District 31,0,,,,,,,,,,,,,
319,-122.7007922,45.48271902,Robert Gray Middle School,Multnomah,Portland SD 1J,Multnomah,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41036,State House District 36,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,182,182,6,6-5,556.28,101242.96,-,190,,96
320,-122.9207785,44.53819957,Green Acres School,Linn Benton Lincoln,Lebanon Community SD 9,Linn,41009,State Senate District 9,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41017,State House District 17,1,Western Oregon Outdoor School,Camp Tadmor,0,39,39,3,3-2,150.9810256,5888.26,53,37,0,105
321,-123.3814565,43.14948313,Green Elementary School,Douglas,Douglas County SD 4,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Kellogg Springs,54,0,54,3,3-2,101.0292596,5455.580018,48,-,113,
322,-122.801564,45.45352699,Greenway Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,0,,,,,,,,,,,,,
323,-118.086399,45.33392872,Greenwood Elementary School,InterMountain,La Grande SD 1,Union,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,0,,,,,,,,,,,,,
324,-122.419842,45.510687,Gresham Arthur Academy,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,0,,,,,,,,,,,,,
325,-122.9067191,42.29424456,Griffin Creek Elementary School,Southern OR,Medford SD 549C,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Multiple Sites (school or district coordinated a multi-site outdoor school experience or the school or district split classes and sent them to different sites),0,64,64,3,3-0,66.899,4281.536,89,64,0,100
326,-122.9194193,45.41785466,Groner K-8 School,Northwest Regional,Hillsboro SD 1J,Washington,41012,State Senate District 12,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41024,State House District 24,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Cedar Ridge Retreat & Conference Center (Camp Cedar Ridge),0,28,28,3,3-2,205.5507143,5755.42,33,28,0,100
327,-122.633318,45.49145401,Grout Elementary School,Multnomah,Portland SD 1J,Multnomah,41021,State Senate District 21,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41042,State House District 42,0,,,,,,,,,,,,,
329,-123.012194,45.015169,Gubser Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41013,State Senate District 13,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41025,State House District 25,0,,,,,,,,,,,,,
330,-123.038696,44.07000498,Guy Lee Elementary School,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,0,,,,,,,,,,,,,
331,-117.934453,44.91362975,Haines Elementary School,InterMountain,Baker SD 5J,Baker,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Elkanah,0,20,20,4,4-3,188.6,3772,27,21,0,95
332,-122.406238,45.51412999,Hall Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,0,,,,,,,,,,,,,
333,-122.66408,45.40405888,Hallinan Elementary School,Clackamas,Lake Oswego SD 7J,Clackamas,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41038,State House District 38,0,,,,,,,,,,,,,
334,-122.9958545,44.9777718,Hallman Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,1,Camp Tapawingo,Camp Tapawingo,79,0,79,3,3-2,162.32,12823.28,89,-,89,
335,-122.8366698,44.51296656,Hamilton Creek School,Linn Benton Lincoln,Lebanon Community SD 9,Linn,41009,State Senate District 9,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41017,State House District 17,1,Western Oregon Outdoor School,Camp Tadmor,0,40,40,5,5-4,355.26575,14210.63,35,37,0,108
336,-123.021255,44.05744001,Hamlin Middle School,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Lutherwood,0,239,239,3,3-0,67.7,16180.3,-,232,,103
337,-122.9561665,44.99502712,Hammond Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,0,,,,,,,,,,,,,
338,-123.0550766,42.4348377,Hanby Middle School,Southern OR,Central Point SD 6,Jackson,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41004,State House District 4,1,Oregon Museum of Science and Industry (OMSI),Camp Meriwether,0,16,16,3,3-2,267.26,4276.16,-,108,,15
339,-122.518455,45.44767998,Happy Valley Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41051,State House District 51,0,,,,,,,,,,,,,
340,-122.518455,45.44767998,Happy Valley Middle School,Clackamas,North Clackamas SD 12,Clackamas,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41051,State House District 51,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,"Cedar Ridge Retreat & Conference Center (Camp Cedar Ridge), Oregon 4-H Center - Camp Trickle Creek",0,352,352,4,4-3,254.58,89612.16,-,394,,89
341,-124.418941,43.11574299,Harbor Lights Middle School,South Coast,Bandon SD 54,Coos,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,0,,,,,,,,,,,,,
342,-117.6070981,43.86534937,Harper Charter School,Malheur,Harper SD 66,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Multiple Sites (school or district coordinated a multi-site outdoor school experience or the school or district split classes and sent them to different sites),7,0,7,4,4-3,216.11,1512.77,7,4,100,0
343,-122.669196,45.539281,Harriet Tubman Middle School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41043,State House District 43,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,157,157,6,6-5,556.28,87335.96,-,187,,84
344,-123.1648502,44.27229253,Harrisburg Elementary School,Linn Benton Lincoln,Harrisburg SD 7J,Linn,41006,State Senate District 6,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41011,State House District 11,0,,,,,,,,,,,,,
345,-123.1660158,44.27227994,Harrisburg Middle School,Linn Benton Lincoln,Harrisburg SD 7J,Linn,41006,State Senate District 6,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41011,State House District 11,1,Whole Earth Nature School,Camp Lutherwood,0,40,40,3,3-2,152.3935,6095.74,-,63,,63
346,-123.0580675,43.79048402,Harrison Elementary School,Lane,South Lane SD 45J3,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Tadmor,82,0,82,4,4-3,264,21648,86,-,95,
347,-122.5742697,45.50703941,Harrison Park School,Multnomah,Portland SD 1J,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41046,State House District 46,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,73,73,6,6-5,556.28,40608.44,75,90,0,81
348,-123.0634302,44.96450631,Harritt Elementary School,Willamette,Salem-Keizer SD 24J,Polk,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41020,State House District 20,1,Canyonview Camp,Canyonview Camp,81,0,81,3,3-2,214.26,17355.06,95,-,85,
349,-122.4720076,45.52781115,Hartley Elementary School,Multnomah,Reynolds SD 7,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,0,,,,,,,,,,,,,
350,-123.1155775,45.52728099,Harvey Clarke Elementary School,Northwest Regional,Forest Grove SD 15,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,0,,,,,,,,,,,,,
351,-122.4861175,45.531885,Hauton B Lee Middle School,Multnomah,Reynolds SD 7,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,190,190,6,6-5,527.3111053,100189.11,-,240,,79
352,-122.70641,44.39877248,Hawthorne Elementary School,Linn Benton Lincoln,Sweet Home SD 55,Linn,41009,State Senate District 9,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41017,State House District 17,1,South Santiam Watershed Council,Camp Tadmor,0,41,41,3,3-2,240.8239483,9873.78188,52,50,0,82
353,-122.971585,44.98282747,Hayesville Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41021,State House District 21,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Oregon 4-H Center - Camp Trickle Creek ,86,0,86,3,3-2,150.5,12943,82,-,105,
354,-122.730085,45.48119201,Hayhurst Elementary School,Multnomah,Portland SD 1J,Multnomah,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41036,State House District 36,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Multiple Sites (school or district coordinated a multi-site outdoor school experience or the school or district split classes and sent them to different sites),0,0,0,6,6-5,0,0,85,30,0,0
355,-122.792833,45.392552,Hazelbrook Middle School,Northwest Regional,Tigard-Tualatin SD 23J,Washington,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41037,State House District 37,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Oregon 4-H Center - Camp Trickle Creek ,0,269,269,3,3-2,202.37,54437.53,-,311,,86
356,-122.88368,45.468643,Hazeldale Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41028,State House District 28,0,,,,,,,,,,,,,
357,-122.8691842,45.52836649,Health & Science School,Northwest Regional,Beaverton SD 48J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,0,112,112,4,4-3,239.4037487,26813.21985,-,125,,90
358,-122.853457,42.33188098,Hedrick Middle School,Southern OR,Medford SD 549C,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41006,State House District 6,1,Oregon Museum of Science and Industry (OMSI),Camp Meriwether,0,99,99,3,3-2,186.11,18424.89,-,112,,88
359,-118.6545097,45.85208662,Helix School,InterMountain,Helix SD 1,Umatilla,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Meadowood Springs,0,13,13,4,4-3,292.09,3797.18,19,13,0,100
360,-122.7121675,42.20895698,Helman Elementary School,Southern OR,Ashland SD 5,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,0,,,,,,,,,,,,,
361,-121.6981826,42.15166498,Henley Elementary School,Southern OR,Klamath County SD,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Westwind,0,73,73,4,4-3,312.35,22801.55,84,81,0,90
362,-121.6981601,42.15379929,Henley Middle School,Southern OR,Klamath County SD,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,0,,,,,,,,,,,,,
363,-119.0605579,43.59255199,Henry L Slater Elementary School,Harney,Harney County SD 3,Harney,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,
364,-119.5505315,45.35725689,Heppner Elementary School,InterMountain,Morrow SD 1,Morrow,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41057,State House District 57,1,None (school or applying district is provider or school or applying district coordinated multiple providers),US Forest Service Tupper Guard Camp,0,20,20,4,4-3,277.201,5544.02,26,23,0,87
365,-122.8703148,45.13592398,Heritage Elementary,Willamette,Woodburn SD 103,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,0,,,,,,,,,,,,,
366,-121.26315,44.01517753,High Desert Middle School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,0,,,,,,,,,,,,,
367,-121.3525988,44.06054173,High Lakes Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,1,Camp Tamarack,Camp Tamarack,121,0,121,3,3-2,190.6439669,23067.92,131,-,92,
368,-123.3324725,42.46049898,Highland Elementary School,Southern OR,Grants Pass SD 7,Josephine,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41003,State House District 3,0,,,,,,,,,,,,,
369,-122.427974,45.5134475,Highland Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,0,,,,,,,,,,,,,
370,-124.1020577,43.7007242,Highland Elementary School,Douglas,Reedsport SD 105,Douglas,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Cleawox,42,40,82,4,4-3,244.449399,20044.85072,51,47,82,85
371,-123.0278944,44.9596148,Highland Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,1,Straub Outdoors,Willamette Mission State Park,66,0,66,3,3-0,116.52,7690.32,67,-,99,
372,-119.2695194,45.83754921,Highland Hills Elementary School,InterMountain,Hermiston SD 8,Umatilla,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41057,State House District 57,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Meadowood Springs,89,0,89,3,3-2,70.33,6259.37,89,-,100,
373,-122.8198255,45.46882484,Highland Park Middle School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,"Oregon 4-H Center - Camp Trickle Creek, Camp Magruder - United Methodist",0,254,254,4,4-3,232.799987,59131.1967,-,274,,93
374,-121.32256,44.06238248,Highland Magnet at Kenwood School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,0,,,,,,,,,,,,,
375,-123.6238127,46.16109746,Hilda Lahti Elementary School,Northwest Regional,Knappa SD 4,Clatsop,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,0,,,,,,,,,,,,,
376,-124.2282207,43.40232277,Hillcrest Elementary School,South Coast,North Bend SD 13,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,0,,,,,,,,,,,,,
377,-122.9860218,45.52733271,Hillsboro Online Academy,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Cedar Ridge Retreat & Conference Center (Camp Cedar Ridge),0,10,10,3,3-2,222.619,2226.19,15,14,0,71
378,-122.797336,42.47073899,Hillside Elementary School,Southern OR,Eagle Point SD 9,Jackson,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41004,State House District 4,1,Siskiyou Field Institute,Siskiyou Field Institute,84,0,84,3,3-2,224.5,18858,100,-,84,
379,-119.0872104,43.56319354,Hines Middle School,Harney,Harney County SD 3,Harney,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,0,59,59,3,3-2,265,15635,-,71,,83
